location,fault_severity,et,nbet,rt,nbrt,st,lf,nblf,svol,volmoy,volsd
l204,1,e20xe35,2,r2,1,s1,f134xf219xf301,3,4,1.33333333333333,0.577350269189626
l1025,0,e54,1,r2,1,s4,f360xf362,2,4,2,0
l314,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,12,3,1.15470053837925
l1024,0,e11,1,r8,1,s1,f109xf24xf73,3,678,226,195.72429588582
l737,0,e11,1,r8,1,s1,f157xf42,2,12,6,1.4142135623731
l821,0,e15,1,r8,1,s2,f71xf80xf82,3,6,2,0
l1008,1,e15,1,r8,1,s2,f203xf80xf82,3,35,11.6666666666667,18.475208614068
l91,0,e34xe35,2,r2,1,s2,f235xf315,2,398,199,11.3137084989848
l167,0,e20xe34xe35,3,r2,1,s1,f134xf219xf221xf301,4,4,1,0
l126,0,e34xe35,2,r2,1,s2,f233xf235xf307xf312xf313xf315,6,10,1.66666666666667,0.816496580927726
l128,0,e35,1,r2,1,s4,f312,1,1,1,0
l825,1,e11,1,r8,1,s1,f201xf80,2,5,2.5,0.707106781186548
l88,1,e10,1,r3,1,s4,f154xf39,2,2,1,0
l949,1,e11,1,r8,1,s1,f170xf54,2,3,1.5,0.707106781186548
l895,2,e42xe43xe44xe45,4,r2,1,s1,f283xf291xf293xf368xf375xf376xf378,7,20,2.85714285714286,1.3451854182691
l995,2,e11xe15,2,r8,1,s1,f193xf203xf71xf80xf82,5,95,19,21.4126131053639
l704,0,e11xe15,2,r8,1,s1,f203xf80xf82,3,30,10,8.18535277187245
l159,0,e34xe35,2,r2,1,s2,f232xf312,2,32,16,0
l1019,2,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,74,18.5,8.9628864398325
l330,1,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,5,1.25,0.5
l1083,0,e11,1,r8,1,s1,f54,1,2,2,0
l402,1,e20xe34xe35,3,r2,1,s1,f134xf219xf221xf301,4,5,1.25,0.5
l785,1,e11,1,r8,1,s4,f167xf51,2,2,1,0
l282,0,e35,1,r2,1,s4,f312,1,1,1,0
l167,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l386,1,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,44,11,10.5198225587063
l655,1,e11xe15xe2,3,r8,1,s1,f137xf2xf201xf80,4,14,3.5,3.3166247903554
l1100,2,e11xe15,2,r8,1,s1,f203xf82,2,157,78.5,51.618795026618
l999,0,e11,1,r8,1,s2,f62,1,1,1,0
l889,0,e11,1,r8,1,s2,f73,1,1,1,0
l1030,0,e11,1,r8,1,s2,f54,1,2,2,0
l497,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,14,3.5,1.73205080756888
l1018,0,e11xe15,2,r8,1,s1,f193xf71,2,6,3,1.4142135623731
l85,1,e10,1,r3,1,s4,f153xf39,2,4,2,0
l346,1,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l1019,0,e11xe15,2,r8,1,s1,f172xf203xf56xf82,4,59,14.75,12.1483880960946
l732,0,e11,1,r8,1,s1,f171xf55,2,2,1,0
l373,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,158,39.5,19.0175357674612
l819,1,e11,1,r8,1,s4,f155xf40,2,3,1.5,0.707106781186548
l684,0,e15,1,r8,1,s2,f193xf203xf71xf82,4,90,22.5,26.6895734947813
l763,1,e15,1,r8,1,s2,f203xf82,2,5,2.5,2.12132034355964
l846,1,e15,1,r8,1,s2,f203xf82,2,11,5.5,3.53553390593274
l1107,1,e11xe15,2,r8,1,s1,f111xf193xf201xf203xf71xf80xf82,7,111,15.8571428571429,21.6750899377494
l1120,0,e11,1,r8,1,s1,f209xf87,2,15,7.5,2.12132034355964
l59,1,e11,1,r8,1,s2,f171xf55,2,4,2,1.4142135623731
l1090,1,e11,1,r8,1,s1,f202xf81,2,6,3,1.4142135623731
l714,1,e11xe14,2,r4xr8,2,s2,f170,1,1,1,0
l448,1,e34xe35,2,r2,1,s2,f232xf312,2,6,3,0
l271,0,e34xe35,2,r2,1,s2,f228xf308,2,2,1,0
l288,0,e34xe35,2,r2,1,s2,f232xf312,2,3,1.5,0.707106781186548
l790,1,e20xe23,2,r2xr7,2,s1,f134xf219xf223xf306,4,6,1.5,1
l734,2,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,23,5.75,3.09569593683445
l1064,0,e24,1,r2,1,s1,f239xf318,2,4,2,0
l836,0,e11,1,r8,1,s1,f195xf73,2,99,49.5,0.707106781186548
l476,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,11,2.75,2.06155281280883
l1107,2,e15,1,r8,1,s2,f71xf82,2,3,1.5,0.707106781186548
l252,0,e35,1,r2,1,s4,f312,1,1,1,0
l114,0,e20xe35,2,r2,1,s1,f134xf301,2,2,1,0
l1038,1,e11,1,r8,1,s1,f170xf54xf68,3,12,4,2
l651,0,e11,1,r8,1,s1,f204xf68xf83,3,3,1,0
l13,0,e11xe13,2,r6xr8,2,s1,f118xf273xf345xf68,4,14,3.5,5
l618,0,e11xe23,2,r7xr8,2,s1,f162xf169xf306,3,3,1,0
l921,0,e15,1,r8,1,s2,f56xf82,2,5,2.5,2.12132034355964
l313,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,6,1.5,0.577350269189626
l1097,1,e11,1,r8,1,s1,f170xf68,2,5,2.5,0.707106781186548
l925,0,e11,1,r8,1,s1,f170xf54xf68,3,188,62.6666666666667,81.4514170124335
l892,2,e42xe43xe44,3,r2,1,s1,f283xf290xf291xf368xf375xf376,6,27,4.5,1.87082869338697
l255,0,e20xe34xe35,3,r2,1,s1,f134xf219xf221xf301,4,4,1,0
l1079,0,e18,1,r10,1,s1,f328,1,2,2,0
l485,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313xf315,5,18,3.6,1.14017542509914
l2,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l836,0,e11,1,r8,1,s2,f195xf73,2,5,2.5,2.12132034355964
l802,1,e11xe14xe23,3,r4xr7xr8,3,s2,f223xf306xf54,3,5,1.66666666666667,0.577350269189626
l135,0,e34xe35,2,r2,1,s2,f221xf232xf301xf312,4,19,4.75,3.77491721763537
l445,0,e34xe35,2,r2,1,s2,f232xf312,2,14,7,1.4142135623731
l945,0,e11,1,r8,1,s1,f202xf81,2,25,12.5,0.707106781186548
l38,1,e10xe27,2,r3xr9,2,s4,f153xf154xf240,3,4,1.33333333333333,0.577350269189626
l946,0,e11,1,r8,1,s1,f195xf73,2,7,3.5,0.707106781186548
l579,0,e11,1,r8,1,s1,f195xf73,2,6,3,0
l878,0,e11,1,r8,1,s1,f195xf73,2,12,6,0
l704,1,e15,1,r8,1,s2,f203xf71xf82,3,8,2.66666666666667,1.15470053837925
l665,1,e11,1,r8,1,s1,f171xf55,2,20,10,1.4142135623731
l244,0,e34xe35,2,r2,1,s2,f232xf312,2,24,12,0
l1118,0,e11,1,r8,1,s1,f170xf54,2,2,1,0
l603,0,e11,1,r8,1,s1,f54,1,2,2,0
l118,0,e20xe34xe35,3,r2,1,s1,f134xf219xf232xf312,4,29,7.25,7.22841614740048
l1088,0,e11xe14,2,r4xr8,2,s2,f54xf68,2,3,1.5,0.707106781186548
l464,0,e34xe35,2,r2,1,s2,f232xf312,2,4,2,0
l480,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,5,1.25,0.5
l767,2,e11xe13,2,r6xr8,2,s1,f179xf273xf345xf68,4,12,3,1.4142135623731
l332,1,e20xe35,2,r2,1,s1,f134xf219xf301,3,3,1,0
l692,1,e11,1,r8,1,s2,f170xf207xf54xf86,4,5,1.25,0.5
l763,1,e15,1,r8,1,s2,f203xf71xf82,3,27,9,13
l618,0,e11xe14xe40xe54,4,r2xr4xr8,3,s1,f162xf46xf54,3,4,1.33333333333333,0.577350269189626
l122,0,e34xe35,2,r2,1,s2,f233xf313,2,2,1,0
l744,0,e23,1,r7,1,s4,f223xf306,2,2,1,0
l710,0,e11,1,r8,1,s2,f195xf73,2,3,1.5,0.707106781186548
l373,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,71,17.75,13.8894444333338
l996,1,e15,1,r8,1,s2,f201xf80,2,3,1.5,0.707106781186548
l881,0,e11xe13,2,r6xr8,2,s1,f179xf273xf68,3,5,1.66666666666667,0.577350269189626
l480,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310,4,122,30.5,2.38047614284762
l1084,1,e11,1,r8,1,s1,f68,1,2,2,0
l976,2,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,34,8.5,9.9498743710662
l600,0,e15,1,r8,1,s2,f203xf82,2,123,61.5,37.476659402887
l126,0,e34xe35,2,r2,1,s2,f233xf235xf312xf313xf315,5,10,2,1.73205080756888
l805,0,e11,1,r8,1,s1,f51,1,1,1,0
l445,0,e34xe35,2,r2,1,s2,f232xf312,2,6,3,0
l1086,2,e15,1,r8,1,s2,f203xf82,2,14,7,1.4142135623731
l318,0,e34xe35,2,r2,1,s2,f232xf312,2,6,3,0
l135,1,e34xe35,2,r2,1,s2,f232xf312,2,3,1.5,0.707106781186548
l664,0,e11,1,r8,1,s1,f171xf55,2,16,8,0
l497,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313xf315,5,346,69.2,48.1061326651811
l1093,0,e11,1,r8,1,s1,f87,1,2,2,0
l1107,0,e15,1,r8,1,s2,f71xf82,2,7,3.5,3.53553390593274
l246,1,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l448,0,e34xe35,2,r2,1,s2,f232xf312,2,7,3.5,0.707106781186548
l491,0,e34xe35,2,r2,1,s2,f232xf234xf235xf312xf314xf315,6,10,1.66666666666667,1.211060141639
l891,0,e11,1,r8,1,s1,f195xf73,2,8,4,0
l465,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,76,19,21.3541565040626
l600,2,e15,1,r8,1,s2,f203xf82,2,22,11,2.82842712474619
l896,0,e42xe43xe44,3,r2,1,s2,f290xf368xf375xf376,4,6,1.5,0.577350269189626
l760,1,e11xe2xe54,3,r2xr8,2,s1,f1xf113xf136xf209xf26xf87,6,64,10.6666666666667,14.2079789789634
l467,0,e20xe35,2,r2,1,s1,f134xf219xf301,3,3,1,0
l1107,1,e11xe15,2,r8,1,s1,f203xf71xf80xf82,4,36,9,12.7017059221718
l345,0,e20xe34xe35,3,r2,1,s1,f134xf219xf227xf232xf301xf307xf312,7,16,2.28571428571429,2.21466970556828
l1042,2,e15,1,r8,1,s2,f203xf82,2,51,25.5,16.2634559672906
l915,1,e11,1,r8,1,s1,f170,1,3,3,0
l794,0,e11xe14,2,r4xr8,2,s1,f163xf47,2,12,6,1.4142135623731
l244,0,e34xe35,2,r2,1,s2,f232xf312,2,33,16.5,9.19238815542512
l470,0,e20xe35,2,r2,1,s1,f134xf219xf301xf307xf312,5,20,4,0
l17,0,e11,1,r8,1,s2,f68,1,2,2,0
l241,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,4,1,0
l1115,0,e11,1,r8,1,s1,f195xf73,2,8,4,0
l1019,0,e11xe15,2,r8,1,s1,f172xf201xf203xf56xf80xf82,6,12,2,1.09544511501033
l495,0,e34xe35,2,r2,1,s2,f227xf228xf229xf232xf233xf234xf235xf307xf308xf309xf312xf313xf314xf315,14,429,30.6428571428571,38.8500215678727
l814,0,e11,1,r8,1,s1,f107xf191xf70,3,93,31,21.6564078277077
l16,2,e11,1,r8,1,s1,f155xf170,2,16,8,2.82842712474619
l520,0,e34xe35,2,r2,1,s2,f232xf312,2,16,8,0
l881,1,e13,1,r6,1,s1,f345,1,1,1,0
l126,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,54,9,6.60302960768767
l878,0,e11,1,r8,1,s2,f195xf73,2,10,5,1.4142135623731
l734,2,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,43,10.75,10.3722385883344
l419,1,e20xe35,2,r2,1,s1,f134xf219xf301xf307xf312,5,5,1,0
l891,0,e11,1,r8,1,s1,f73,1,4,4,0
l252,1,e11xe34xe35,3,r2xr8,2,s1,f160xf211xf44xf94,4,5,1.25,0.5
l234,0,e34xe35,2,r2,1,s2,f227xf232xf312,3,3,1,0
l122,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,15,2.5,0.836660026534076
l794,2,e11xe13xe14xe22,4,r4xr6xr7xr8,4,s1,f163xf170xf222xf273xf274xf304xf345xf347xf47xf54,10,140,14,25.3026129524645
l509,0,e34xe35,2,r2,1,s2,f229xf231xf232xf233xf234xf236xf307xf309xf311xf312xf313xf314xf315xf316,14,96,6.85714285714286,8.17930919461411
l584,0,e11,1,r8,1,s1,f195xf73,2,6,3,1.4142135623731
l696,1,e11,1,r8,1,s1,f170xf54,2,19,9.5,9.19238815542512
l344,0,e34xe35,2,r2,1,s2,f232xf312,2,7,3.5,0.707106781186548
l704,2,e15,1,r8,1,s2,f203xf82,2,33,16.5,7.77817459305202
l851,0,e11xe14xe20xe22xe23,5,r2xr4xr7xr8,4,s1,f134xf305xf306xf48xf54,5,9,1.8,1.30384048104053
l1067,1,e11,1,r8,1,s1,f170xf54,2,2,1,0
l726,1,e11,1,r8,1,s1,f170xf54,2,4,2,0
l627,0,e23,1,r7,1,s4,f306,1,1,1,0
l479,0,e34xe35,2,r2,1,s2,f234xf314,2,15,7.5,3.53553390593274
l472,0,e11xe34xe35,3,r2xr8,2,s1,f160xf181xf211xf232xf233xf235xf312xf313xf315xf44xf94,11,19,1.72727272727273,1.1037127426019
l242,0,e34xe35,2,r2,1,s2,f229xf232xf234xf309xf312xf314,6,279,46.5,14.5292807805479
l809,0,e15,1,r8,1,s2,f193xf71,2,11,5.5,0.707106781186548
l448,0,e20xe34xe35,3,r2,1,s1,f134xf219xf232xf301xf312,5,7,1.4,0.547722557505166
l83,1,e11,1,r8,1,s1,f55,1,2,2,0
l197,0,e20xe34xe35,3,r2,1,s1,f134xf221xf301,3,3,1,0
l270,1,e34xe35,2,r2,1,s2,f233xf312xf313,3,3,1,0
l547,0,e20,1,r2,1,s1,f134xf219,2,6,3,0
l7,0,e11,1,r8,1,s1,f191xf202xf70xf81,4,42,10.5,9.8488578017961
l451,0,e34xe35,2,r2,1,s2,f228xf229xf233xf234xf308xf309xf313xf314,8,87,10.875,16.4702112051685
l496,0,e34xe35,2,r2,1,s2,f228xf230xf232xf233xf234xf307xf308xf310xf312xf313xf314,11,334,30.3636363636364,28.9698903252074
l734,2,e11xe15,2,r8,1,s1,f193xf196xf203xf71xf74xf82,6,60,10,11.0634533487515
l314,1,e11xe34xe35,3,r2xr8,2,s2,f160xf181xf233xf313,4,4,1,0
l1033,1,e11,1,r8,1,s1,f170xf54,2,4,2,0
l891,0,e11,1,r8,1,s1,f195xf73,2,11,5.5,0.707106781186548
l91,1,e34,1,r2,1,s2,f227xf232,2,4,2,0
l1,1,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,20,5,4.96655480858378
l948,1,e11xe14,2,r4xr8,2,s1,f163xf47,2,11,5.5,4.94974746830583
l244,0,e34xe35,2,r2,1,s2,f232xf312,2,48,24,1.4142135623731
l846,2,e15,1,r8,1,s2,f203xf82,2,13,6.5,2.12132034355964
l497,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,325,54.1666666666667,55.5496774668104
l276,1,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,4,1,0
l1,0,e11xe15,2,r8,1,s1,f201xf56xf80xf82,4,7,1.75,0.957427107756338
l648,2,e11xe13xe14xe23,4,r4xr6xr7xr8,4,s1,f170xf273xf306xf345xf54,5,11,2.2,2.16794833886788
l962,0,e15,1,r8,1,s2,f203xf82,2,49,24.5,13.4350288425444
l1042,1,e15,1,r8,1,s2,f203xf82,2,6,3,1.4142135623731
l1045,0,e11,1,r8,1,s1,f56,1,1,1,0
l757,1,e11,1,r8,1,s1,f170xf54,2,2,1,0
l902,1,e11xe13,2,r6xr8,2,s1,f170xf273xf54,3,3,1,0
l808,0,e11xe15xe20,3,r2xr8,2,s1,f134xf168xf193xf219xf52xf71,6,21,3.5,3.98748040747538
l519,0,e34xe35,2,r2,1,s2,f233xf313,2,2,1,0
l246,1,e34xe35,2,r2,1,s2,f232xf312,2,5,2.5,0.707106781186548
l963,0,e11,1,r8,1,s1,f109xf195xf73,3,106,35.3333333333333,18.2300118851671
l410,0,e35,1,r2,1,s4,f313xf315,2,2,1,0
l410,1,e34,1,r2,1,s2,f233xf235,2,2,1,0
l957,0,e11xe54,2,r2xr8,2,s2,f360xf362xf55,3,5,1.66666666666667,0.577350269189626
l380,0,e34xe35,2,r2,1,s2,f232xf312,2,13,6.5,0.707106781186548
l600,0,e15,1,r8,1,s2,f203xf82,2,14,7,2.82842712474619
l607,0,e11xe14,2,r4xr8,2,s2,f46,1,7,7,0
l846,2,e15,1,r8,1,s2,f203xf82,2,18,9,1.4142135623731
l737,0,e11,1,r8,1,s2,f73,1,1,1,0
l100,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310,4,4,1,0
l1117,1,e11,1,r8,1,s1,f161xf45,2,2,1,0
l836,0,e11,1,r8,1,s1,f195xf73,2,12,6,1.4142135623731
l505,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313xf315,5,304,60.8,77.4415908927496
l810,0,e15,1,r8,1,s2,f203xf82,2,17,8.5,4.94974746830583
l690,1,e11xe20,2,r2xr8,2,s1,f134xf202xf219xf81,4,6,1.5,0.577350269189626
l875,0,e11,1,r8,1,s2,f70,1,1,1,0
l533,0,e27xe28xe30,3,r9,1,s1,f127xf133xf212xf218xf240,5,16,3.2,0.447213595499958
l609,0,e11xe22xe23,3,r7xr8,2,s2,f197xf305xf306xf75,4,15,3.75,3.09569593683445
l128,0,e34xe35,2,r2,1,s2,f233xf313,2,2,1,0
l859,0,e20,1,r2,1,s1,f134xf219,2,4,2,0
l691,0,e11xe22xe23,3,r7xr8,2,s2,f197xf222xf306xf75,4,16,4,3.46410161513775
l128,0,e34xe35,2,r2,1,s2,f227xf232xf233xf235xf307xf312xf313xf315,8,14,1.75,0.886405260427918
l1007,0,e15,1,r8,1,s2,f201xf80,2,4,2,1.4142135623731
l103,0,e34xe35,2,r2,1,s2,f228xf230xf232xf233xf235xf307xf308xf309xf310xf312xf313xf315,12,29,2.41666666666667,2.23437334445796
l618,1,e11xe14xe40xe54,4,r2xr4xr8,3,s1,f162xf46,2,4,2,1.4142135623731
l494,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,370,61.6666666666667,45.4738019816539
l414,1,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,4,1,0
l808,0,e11xe15,2,r8,1,s1,f193xf71,2,12,6,0
l962,2,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,36,9,8.08290376865476
l707,0,e15,1,r8,1,s2,f193xf71,2,10,5,2.82842712474619
l1095,0,e11xe13xe14xe20xe22xe23,6,r2xr4xr6xr7xr8,5,s1,f118xf134xf170xf179xf219xf222xf273xf30xf304xf306xf345xf54xf68,13,134,10.3076923076923,15.9446156815011
l1015,1,e11,1,r8,1,s1,f170xf54,2,4,2,0
l695,1,e11,1,r8,1,s1,f195xf68,2,2,1,0
l1019,2,e15,1,r8,1,s2,f203xf82,2,11,5.5,0.707106781186548
l17,1,e11,1,r8,1,s1,f170xf54,2,4,2,0
l122,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,60,10,12.9614813968157
l95,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,4,1,0
l87,1,e20xe29xe30,3,r2xr9,2,s1,f132xf133xf134xf217xf219,5,9,1.8,0.447213595499958
l963,0,e11,1,r8,1,s1,f195xf73,2,16,8,1.4142135623731
l407,0,e35,1,r2,1,s4,f312,1,2,2,0
l941,0,e11,1,r8,1,s1,f172xf56,2,4,2,0
l821,2,e11xe15,2,r8,1,s1,f80,1,2,2,0
l375,0,e34xe35,2,r2,1,s2,f233xf313,2,10,5,0
l989,1,e11,1,r8,1,s1,f54,1,4,4,0
l214,0,e11xe34xe35,3,r2xr8,2,s2,f181xf232xf307xf312,4,4,1,0
l126,0,e34xe35,2,r2,1,s2,f232xf233xf235xf307xf312xf313xf315,7,31,4.42857142857143,2.76026223736942
l735,0,e11xe54xe8,3,r2xr8,2,s1,f191xf70,2,14,7,0
l723,0,e11,1,r8,1,s4,f54,1,1,1,0
l300,1,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,4,1,0
l1107,1,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,46,11.5,17.7482393492988
l325,0,e35,1,r2,1,s4,f308xf310,2,2,1,0
l1099,1,e11,1,r8,1,s1,f202xf81,2,10,5,1.4142135623731
l653,2,e11xe15,2,r8,1,s1,f203xf82,2,39,19.5,12.0208152801713
l891,0,e11,1,r8,1,s2,f68,1,1,1,0
l414,0,e34xe35,2,r2,1,s2,f232xf307xf312,3,6,2,1
l944,0,e11,1,r8,1,s2,f54,1,1,1,0
l921,1,e11,1,r8,1,s1,f80,1,1,1,0
l807,0,e32,1,r8,1,s4,f280,1,1,1,0
l270,0,e34xe35,2,r2,1,s2,f233xf313,2,16,8,0
l512,0,e35,1,r2,1,s4,f312,1,1,1,0
l468,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,10,2.5,0.577350269189626
l37,1,e11,1,r8,1,s1,f167,1,2,2,0
l549,0,e11xe20xe54,3,r2xr8,2,s1,f134xf171xf219xf55,4,16,4,3.46410161513775
l1052,1,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,9,2.25,0.957427107756338
l236,0,e34xe35,2,r2,1,s2,f232xf312,2,50,25,2.82842712474619
l642,1,e20xe46xe47,3,r2,1,s1,f134xf284xf369xf370,4,8,2,1.15470053837925
l242,0,e20,1,r2,1,s1,f134,1,1,1,0
l891,0,e11,1,r8,1,s1,f195xf73,2,6,3,1.4142135623731
l734,0,e11xe15xe54,3,r2xr8,2,s1,f193xf203xf71xf82,4,18,4.5,2.64575131106459
l1048,0,e11,1,r8,1,s1,f103xf170xf54,3,1041,347,268.966540670025
l127,0,e34xe35,2,r2,1,s2,f232xf233xf235xf307xf312xf313xf315,7,50,7.14285714285714,2.96808419852332
l188,0,e20xe34xe35,3,r2,1,s1,f134xf219xf221xf301,4,4,1,0
l657,1,e11xe13xe18,3,r10xr6xr8,3,s1,f256xf273xf334xf345xf68,5,9,1.8,1.09544511501033
l479,0,e34xe35,2,r2,1,s2,f232xf234xf312xf314,4,63,15.75,16.7804449682758
l945,1,e11,1,r8,1,s1,f202xf81,2,6,3,1.4142135623731
l266,0,e35,1,r2,1,s4,f312,1,2,2,0
l122,0,e34xe35,2,r2,1,s2,f227xf232xf233xf234xf235xf307xf312xf313xf314xf315,10,64,6.4,4.59951688284276
l602,0,e11,1,r8,1,s2,f171xf55,2,5,2.5,0.707106781186548
l22,0,e20,1,r2,1,s1,f134,1,1,1,0
l702,0,e11,1,r8,1,s1,f170xf54,2,4,2,0
l504,0,e34xe35,2,r2,1,s2,f232xf312,2,16,8,1.4142135623731
l344,0,e20xe34xe35,3,r2,1,s1,f134xf219xf232xf312,4,5,1.25,0.5
l755,0,e11,1,r8,1,s2,f171xf55,2,2,1,0
l734,0,e11xe15,2,r8,1,s1,f172xf193xf71xf82,4,15,3.75,3.20156211871642
l398,0,e35,1,r2,1,s4,f308xf309xf310xf312,4,4,1,0
l1101,0,e11,1,r8,1,s1,f80,1,2,2,0
l322,1,e34xe35,2,r2,1,s2,f232xf312,2,10,5,0
l477,0,e34xe35,2,r2,1,s2,f229xf234xf309xf314,4,47,11.75,7.41057802513857
l124,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,10,1.66666666666667,0.516397779494322
l126,0,e34xe35,2,r2,1,s2,f227xf232xf233xf235xf307xf312xf313xf315,8,40,5,2.9277002188456
l613,2,e11xe15xe54,3,r8,1,s1,f203xf63xf82,3,35,11.6666666666667,12.6622799421484
l426,0,e34xe35,2,r2,1,s2,f233xf313xf315,3,7,2.33333333333333,1.52752523165195
l742,0,e15,1,r8,1,s2,f201xf80,2,2,1,0
l16,0,e11,1,r8,1,s2,f68,1,1,1,0
l646,2,e11,1,r8,1,s1,f201xf203xf80xf82,4,14,3.5,1.73205080756888
l714,1,e11xe14,2,r4xr8,2,s2,f170xf54,2,2,1,0
l1052,0,e15,1,r8,1,s2,f80xf82,2,3,1.5,0.707106781186548
l475,0,e34xe35,2,r2,1,s2,f234xf312xf314,3,36,12,8.54400374531753
l399,0,e34xe35,2,r2,1,s2,f228xf229xf232xf308xf309xf312,6,6,1,0
l266,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,4,1,0
l1079,1,e22,1,r7,1,s4,f222xf303,2,3,1.5,0.707106781186548
l1084,1,e11,1,r8,1,s1,f170xf54xf68,3,4,1.33333333333333,0.577350269189626
l457,0,e34xe35,2,r2,1,s2,f232xf233xf236xf312xf313xf315xf316,7,61,8.71428571428571,11.1611571340712
l798,1,e15,1,r8,1,s2,f203xf82,2,21,10.5,10.6066017177982
l865,1,e24,1,r2,1,s1,f239xf318,2,6,3,0
l936,0,e11xe23,2,r7xr8,2,s1,f306xf75,2,5,2.5,0.707106781186548
l91,0,e34xe35,2,r2,1,s2,f227xf232xf233xf307xf312xf313,6,180,30,27.7704879323357
l1107,2,e15,1,r8,1,s2,f82,1,4,4,0
l1010,0,e11,1,r8,1,s1,f109xf195xf73,3,27,9,3.60555127546399
l1063,0,e11,1,r8,1,s1,f195xf73,2,6,3,0
l735,0,e11,1,r8,1,s1,f191xf70,2,7,3.5,0.707106781186548
l181,0,e34xe35,2,r2,1,s2,f233xf235xf313xf315,4,8,2,0
l39,1,e20,1,r2,1,s1,f134xf219,2,2,1,0
l1018,0,e11xe15,2,r8,1,s1,f193xf71,2,6,3,0
l763,0,e15,1,r8,1,s2,f82,1,16,16,0
l990,1,e11,1,r8,1,s1,f209xf87,2,4,2,0
l208,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,13,2.16666666666667,1.94079021706795
l1008,0,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,17,4.25,3.86221007541882
l95,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,34,8.5,1
l272,1,e20xe35,2,r2,1,s1,f134xf219xf301,3,3,1,0
l369,0,e34xe35,2,r2,1,s2,f228xf230xf232xf233xf235xf308xf309xf310xf312xf313xf314xf315,12,54,4.5,2.31595258233764
l793,0,e11,1,r8,1,s1,f109xf195xf73,3,310,103.333333333333,88.0984298006118
l476,0,e34xe35,2,r2,1,s2,f228xf229xf234xf308xf309xf314,6,208,34.6666666666667,27.6815221161458
l821,1,e15,1,r8,1,s2,f193xf203xf71xf82,4,19,4.75,6.84957419601151
l1107,0,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,58,14.5,2.38047614284762
l363,1,e34,1,r2,1,s2,f227xf232,2,2,1,0
l890,0,e11,1,r8,1,s1,f195xf73,2,5,2.5,0.707106781186548
l737,0,e11,1,r8,1,s2,f195xf73,2,3,1.5,0.707106781186548
l226,1,e34xe35,2,r2,1,s2,f227xf232xf233xf307xf312xf313,6,6,1,0
l541,2,e11xe19xe20,3,r2xr5xr8,3,s1,f134xf171xf219xf295xf380xf55,6,8,1.33333333333333,0.516397779494322
l481,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310,4,90,22.5,1.29099444873581
l12,0,e11xe20,2,r2xr8,2,s1,f134xf196xf219xf74,4,4,1,0
l533,0,e10xe11xe27xe28,4,r3xr8xr9,3,s1,f127xf154xf171xf240,4,7,1.75,0.5
l976,1,e15,1,r8,1,s2,f203xf82,2,8,4,2.82842712474619
